arm,bats,birthdate,cb,ch,cl,control,cu,delivery,durability,endurance,ethnicity,fa,facial_hair,fb,first_name,gf,hair_color,height,hitter_archetype,hm,hold_runner,injured,injury_description,is_pitcher,kn,last_name,mo,movement,other_positions,ph,pitcher_archetype,pl,player_id,pot_arm,pot_cb,pot_ch,pot_control,pot_cu,pot_endurance,pot_fa,pot_fb,pot_fielding,pot_gf,pot_hold_runner,pot_kn,pot_movement,pot_ph,pot_sc,pot_si,pot_sl,pot_sp,preferred_pitching_role,primary_position,return_date,role,sc,si,skin_tone,sl,sp,throws,vl,weight
40,S,1997-08-03,,81,45,,,,61,,Asian,51,clean_shaven,,Yong,56,black,77,contact,47,,0,0,False,,Khan,48,,[],35,,47,P8604,39,,85,,,,55,,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",56,,,,32,54,,,45,,2B,0,,54,,light,,45,R,73,242
52,R,1997-03-24,,78,46,,,,61,,Anglo,65,clean_shaven,,Dustin,47,blonde,69,balanced,52,,0,0,False,,Grossi,50,,[],60,,55,P7234,52,,82,,,,70,,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",47,,,,63,45,,,57,,SS,0,,45,,light,,56,R,55,201
74,R,1994-05-07,,70,49,,,,56,,Anglo,70,clean_shaven,,Arron,50,brown,74,balanced,52,,0,0,False,,Molinary,58,,[],73,,57,P7135,70,,75,,,,67,,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",50,,,,70,44,,,62,,RF,0,,44,,medium,,65,R,59,220
61,S,1997-02-27,,79,49,,,,68,,Hispanic,58,clean_shaven,,Hector,48,black,78,balanced,53,,0,0,False,,Vargas,50,,[],69,,56,P8703,57,,83,,,,54,,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",48,,,,65,51,,,56,,1B,0,,51,,medium,,58,R,56,246
60,S,1998-08-01,,58,47,,,,55,,African,51,mustache,,Jamal,50,black,69,speed_disc,52,,0,0,False,,Carter,50,,[],53,,57,P2498,71,,63,,,,56,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",50,,,,68,51,,,85,,3B,0,,51,,dark,,73,R,69,235
71,L,2000-06-08,,69,54,,,,68,,Hispanic,56,clean_shaven,,Hector,50,brown,76,balanced,55,,0,0,False,,Castillo,49,,[],63,,50,P8677,83,,74,,,,67,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",50,,,,72,49,,,68,,LF,0,,49,,light,,59,L,75,160
62,R,2001-01-03,,70,47,,,,71,,Hispanic,52,clean_shaven,,Carlos,49,brown,75,speed_disc,53,,0,0,False,,Perez,47,,[],68,,52,P4903,71,,77,,,,65,,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",49,,,,81,51,,,93,,1B,0,,51,,medium,,84,R,79,163
56,R,1996-04-10,,69,50,,,,61,,Anglo,53,clean_shaven,,Horace,47,black,74,balanced,51,,0,0,False,,Letterman,47,,[],75,,49,P6475,53,,74,,,,56,,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",47,,,,75,47,,,51,,1B,0,,47,,light,,47,R,62,215
81,R,1990-01-11,63,,46,72,0,overhand,49,65,African,55,mustache,54,Percy,54,black,75,,53,70,0,0,True,0,Scott,48,55,[],,middle_relief,63,P9731,79,54,,71,0,56,53,44,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,64,0,45,,0,27,57,,,P,0,RP,0,33,dark,60,,R,39,168
67,R,2002-08-10,21,,50,61,92,overhand,67,52,African,50,clean_shaven,50,Leroy,50,black,69,,44,64,0,0,True,79,Carter,53,63,[],,middle_relief,55,P3001,80,30,,72,99,66,61,63,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,72,92,72,,0,89,0,,,P,0,RP,0,84,dark,0,,R,39,207
81,L,2004-03-29,59,,50,70,88,overhand,64,45,African,48,clean_shaven,41,Darnell,51,black,78,,48,59,0,0,True,0,Gaines,49,76,[],,setup,50,P2237,99,69,,95,99,72,72,52,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,79,0,99,,0,55,99,,SU,P,0,RP,0,41,dark,78,,L,56,215
92,R,1992-05-13,0,,65,65,0,overhand,52,42,Anglo,50,mustache,85,Errol,55,black,70,,49,75,0,0,True,0,Hults,49,81,[],,closer,51,P8830,87,0,,63,0,37,49,40,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,67,0,79,,0,28,48,,CL,P,0,RP,0,60,light,85,,R,34,229
72,S,1993-04-14,81,,51,56,0,overhand,53,47,African,52,clean_shaven,40,Jamal,46,black,74,,51,69,0,0,True,0,Jackson,49,75,[],,middle_relief,52,P8630,64,81,,50,0,38,48,38,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,64,0,67,,0,0,53,,,P,0,RP,0,0,dark,59,,R,41,219
72,R,1994-09-29,22,,50,58,0,overhand,53,64,Hispanic,54,clean_shaven,93,Hector,53,brown,71,,53,64,0,0,True,0,Reyes,49,60,[],,middle_relief,51,P6202,74,19,,57,0,69,59,94,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,65,0,57,,0,86,0,,,P,0,RP,0,91,medium,0,,R,43,173
70,L,1990-06-14,0,,53,70,0,overhand,50,65,Anglo,60,goatee,70,Percy,50,brown,78,,46,65,0,0,True,0,Harris,48,67,[],,long_relief,51,P7403,70,0,,61,0,59,56,64,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,63,0,61,,0,41,0,,LR,P,0,RP,0,50,light,0,,R,51,193
70,L,1998-11-17,25,,49,66,53,overhand,51,55,Hispanic,57,clean_shaven,61,Eduardo,46,brown,78,,55,56,0,0,True,0,Garcia,49,60,[],,middle_relief,56,P9571,76,35,,78,62,62,67,76,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,63,0,70,,0,77,99,,,P,0,RP,0,67,dark,90,,R,42,193
82,L,1998-12-14,65,,49,60,0,overhand,62,80,Asian,52,clean_shaven,73,Sung,52,black,70,,44,78,0,0,True,0,Kim,44,79,[],,balanced_starter,55,P9130,94,79,,70,0,95,66,82,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,89,0,86,,0,66,48,,,P,0,SP,0,54,light,33,,L,60,201
82,S,1995-02-10,0,,45,59,0,overhand,55,81,African,55,clean_shaven,83,Malik,50,black,77,,47,53,0,0,True,0,Walker,49,70,[],,power_starter,57,P5505,84,0,,59,0,79,52,79,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,55,0,71,,0,0,84,,,P,0,SP,0,0,dark,79,,L,50,165
92,L,1993-03-07,30,,41,54,26,overhand,54,80,African,52,clean_shaven,90,Deshawn,49,black,68,,48,58,0,0,True,0,Baker,51,65,[],,power_starter,70,P3326,83,30,,46,26,74,49,86,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,54,0,61,,0,57,0,,,P,0,SP,0,59,dark,0,,L,54,226
76,S,1993-10-15,0,,48,56,88,overhand,62,86,African,51,clean_shaven,51,Jermaine,50,black,76,,49,54,0,0,True,0,Baker,49,78,[],,power_starter,46,P4362,74,0,,52,80,83,42,42,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,47,0,74,,0,42,57,,,P,0,SP,0,43,dark,57,,L,54,200
70,R,2001-06-15,79,,48,83,0,overhand,65,89,Hispanic,42,clean_shaven,87,Rafael,51,brown,72,,50,63,0,0,True,0,Ramos,54,71,[],,finesse_starter,59,P5836,81,94,,88,0,99,53,96,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,71,0,80,,0,99,35,,,P,0,SP,0,94,medium,29,,R,44,189
74,R,1998-01-23,81,,53,53,42,overhand,58,55,Anglo,53,mustache,79,Bradley,47,black,78,,53,53,0,0,True,0,Na,49,62,[],,middle_relief,46,P7244,84,96,,61,56,63,58,84,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,65,0,67,,0,75,99,,,P,0,RP,0,61,medium,94,,R,33,248
65,L,1999-12-14,35,,51,67,72,overhand,56,75,Hispanic,53,clean_shaven,78,Manuel,48,brown,73,,51,58,0,0,True,0,Perez,52,69,[],,middle_relief,49,P2011,77,46,,74,78,82,63,91,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,64,0,78,,0,0,0,,,P,0,RP,0,0,light,0,,L,58,165
68,L,1998-11-17,43,,50,53,51,overhand,54,60,Anglo,55,clean_shaven,47,Darryl,49,black,71,,51,72,0,0,True,0,Kassam,49,68,[],,middle_relief,46,P2333,83,57,,64,62,75,62,60,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,86,0,79,,0,49,52,,,P,0,RP,0,35,light,39,,L,54,237
83,R,2000-02-14,0,,53,64,0,overhand,65,73,Anglo,48,clean_shaven,47,Herb,51,black,74,,51,45,0,0,True,0,Wilkey,49,60,[],,power_starter,53,P7103,92,0,,79,0,86,57,55,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,56,0,68,,0,0,68,,,P,0,SP,0,0,medium,59,,R,42,208
64,L,1994-10-30,83,,49,70,0,overhand,55,84,African,58,clean_shaven,86,Malik,53,black,72,,48,63,0,0,True,0,Robinson,41,76,[],,finesse_starter,58,P2657,67,85,,72,0,83,56,84,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,67,0,79,,0,0,0,,,P,0,SP,0,0,medium,0,,L,60,231
67,L,2000-05-09,0,,48,58,0,overhand,53,66,Hispanic,52,clean_shaven,93,Antonio,56,black,69,,45,50,0,0,True,0,Ramirez,52,74,[],,long_relief,50,P2885,77,0,,63,0,75,60,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,59,0,83,,0,57,0,,LR,P,0,RP,0,50,light,0,,L,56,225
75,L,1998-04-06,85,,55,60,84,overhand,54,85,Hispanic,52,clean_shaven,68,Luis,52,blonde,72,,51,65,0,0,True,0,Gonzalez,54,84,[],,balanced_starter,53,P5440,88,97,,66,98,97,65,76,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,73,0,95,,0,55,0,,,P,0,SP,0,42,medium,0,,L,53,206
78,L,2000-03-18,92,,43,67,73,overhand,60,50,Anglo,54,clean_shaven,94,Edward,48,blonde,69,,44,57,0,0,True,0,Schlein,48,73,[],,setup,58,P4237,83,99,,73,84,64,67,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,63,0,88,,0,46,87,,SU,P,0,RP,0,34,medium,75,,L,62,234
66,L,1994-07-24,27,,45,59,0,overhand,58,79,Hispanic,55,clean_shaven,51,Ricardo,50,brown,74,,48,63,0,0,True,0,Morales,48,78,[],,specialist_starter,61,P6830,65,25,,63,0,81,60,52,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,61,0,83,,0,0,0,,,P,0,SP,0,0,light,0,,L,62,176
59,R,1999-07-30,0,,54,88,0,overhand,62,72,Anglo,64,clean_shaven,62,Hershel,49,brown,70,,48,64,0,0,True,0,See,48,86,[],,finesse_starter,50,P8283,68,0,,95,0,86,75,74,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,79,0,96,,0,0,71,,,P,0,SP,0,0,medium,66,,R,50,244
58,R,2001-07-14,72,,51,69,88,overhand,64,71,African,56,beard,81,Jermaine,49,black,69,,48,63,0,0,True,0,Jefferson,52,89,[],,specialist_starter,58,P6914,73,81,,83,93,82,70,92,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,76,0,99,,0,45,0,,,P,0,SP,0,39,dark,0,,R,54,195
65,R,1997-02-22,69,,49,73,0,sidearm,48,80,Anglo,54,clean_shaven,95,Lavern,52,brown,77,,53,80,0,0,True,0,Leandry,49,80,[],,finesse_starter,57,P6394,63,68,,73,0,77,57,98,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,76,0,77,,0,0,59,,,P,0,SP,0,0,dark,58,,R,50,249
80,R,1999-03-29,59,,57,67,37,overhand,64,64,Hispanic,55,clean_shaven,70,Raul,50,black,69,,54,59,0,0,True,0,Vasquez,53,71,[],,middle_relief,59,P8238,90,74,,81,45,77,62,79,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,68,0,86,,0,0,70,,,P,0,RP,0,0,dark,65,,R,35,193
58,R,1994-05-14,77,,51,68,88,overhand,55,80,Anglo,56,mustache,53,Vito,54,brown,68,,47,77,0,0,True,50,Birkenmeier,47,77,[],,finesse_starter,38,P9585,59,72,,73,87,85,56,49,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,81,49,80,,0,52,0,,,P,0,SP,0,49,light,0,,R,52,229
60,R,1997-01-14,93,,50,71,0,overhand,54,75,Anglo,59,beard,56,Hilario,50,red,76,,48,62,0,0,True,0,Trayer,53,87,[],,finesse_starter,49,P3974,60,94,,75,0,70,63,51,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,61,0,83,,0,93,28,,,P,0,SP,0,89,medium,33,,R,46,247
70,R,1993-01-16,93,,49,61,28,overhand,58,31,Hispanic,43,clean_shaven,95,Carlos,52,brown,69,,51,52,0,0,True,0,Garcia,46,65,[],,middle_relief,50,P3381,68,88,,51,18,25,34,92,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,45,0,58,,0,45,43,,,P,0,RP,0,53,light,47,,R,55,179
88,R,1994-08-03,87,,45,61,0,overhand,58,38,Anglo,53,clean_shaven,46,Danny,49,blonde,70,,53,57,0,0,True,0,Trimmer,50,66,[],,middle_relief,55,P4085,93,89,,63,0,35,51,47,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,52,0,71,,0,0,0,,,P,0,RP,0,0,light,0,,R,43,176
73,L,2001-08-10,28,,53,63,91,overhand,51,53,Anglo,50,clean_shaven,86,Fritz,58,brown,70,,50,55,0,0,True,0,Sjostrom,51,62,[],,middle_relief,55,P3079,88,33,,68,99,65,56,92,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,60,0,77,,0,54,0,,,P,0,RP,0,43,medium,0,,L,56,188
72,L,1993-11-29,0,,48,70,43,overhand,58,64,Anglo,55,goatee,94,Ambrose,56,brown,75,,48,65,0,0,True,0,Jacocks,50,80,[],,specialist_starter,55,P6770,74,0,,69,39,63,50,94,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,61,0,75,,0,60,23,,,P,0,SP,0,60,light,28,,L,57,187
67,R,1994-07-29,36,,50,76,78,overhand,58,84,African,56,clean_shaven,71,Deshawn,49,black,76,,48,83,0,0,True,0,Walker,54,88,[],,finesse_starter,50,P3866,68,35,,78,76,89,52,76,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,87,0,85,,0,33,44,,,P,0,SP,0,34,dark,47,,R,38,240
97,R,1991-02-06,68,50,65,73,22,overhand,61,46,African,66,beard,85,Cedric,55,black,73,,50,60,0,0,True,0,Scott,49,80,[],23,closer,46,P6030,93,63,45,73,17,36,64,52,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",43,59,0,76,13,22,0,81,24,CL,P,0,RP,26,60,dark,84,28,R,59,196
66,R,1992-12-19,89,,54,65,80,overhand,56,62,Anglo,58,clean_shaven,50,Xavier,51,blonde,72,,51,70,0,0,True,0,King,51,64,[],,middle_relief,44,P2708,64,89,,59,71,57,55,44,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,66,0,58,,0,75,0,,,P,0,RP,0,83,light,0,,R,40,199
80,S,1995-06-18,0,,49,72,0,sidearm,61,70,African,56,beard,74,Tyrone,51,black,77,,51,71,0,0,True,0,Washington,46,70,[],,balanced_starter,48,P4941,75,0,,71,0,72,52,79,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,74,0,67,,53,0,63,,,P,0,SP,56,0,dark,68,,L,61,203
57,R,1997-07-09,0,,47,81,0,overhand,66,76,Anglo,59,clean_shaven,87,Jerrold,57,red,78,,49,61,0,0,True,0,Salvadore,53,78,[],,finesse_starter,50,P5377,56,0,,81,0,81,59,83,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,65,0,74,,0,67,0,,,P,0,SP,0,64,dark,0,,R,44,229
56,L,1995-02-27,75,,50,78,46,overhand,62,77,Anglo,47,clean_shaven,61,Marcelo,50,brown,73,,52,63,0,0,True,0,Nagelschmidt,53,74,[],,finesse_starter,59,P4234,58,74,,73,45,80,44,61,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,67,0,78,,0,65,90,,,P,0,SP,0,65,light,89,,L,62,237
87,L,1998-10-31,70,,46,59,0,overhand,57,81,Anglo,51,clean_shaven,79,Casey,54,red,76,,54,58,0,0,True,0,Albergotti,48,75,[],,power_starter,60,P1082,99,85,,68,0,87,58,94,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,68,0,82,,0,58,78,,,P,0,SP,0,47,medium,69,,L,57,250
69,L,1998-07-17,92,,49,69,86,overhand,56,70,Hispanic,50,clean_shaven,99,Carlos,45,black,76,,49,67,0,0,True,0,Ramos,50,63,[],,balanced_starter,56,P5454,84,99,,82,95,82,55,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,73,0,72,,0,99,37,,,P,0,SP,0,95,medium,26,,R,49,205
90,L,1993-11-22,0,,52,65,0,overhand,57,57,Hispanic,45,clean_shaven,94,Carlos,53,black,73,,50,74,0,0,True,0,Martinez,51,82,[],,setup,56,P9029,84,0,,57,0,56,42,91,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,69,0,79,,0,12,0,,SU,P,0,RP,0,21,medium,0,,L,54,218
72,R,1991-09-06,93,,51,69,69,overhand,54,79,African,50,clean_shaven,91,Percy,45,black,77,,45,51,0,0,True,0,Wright,55,79,[],,power_starter,47,P8349,66,88,,62,68,73,44,91,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,46,0,79,,0,81,0,,,P,0,SP,0,84,dark,0,,R,46,225
80,R,1995-01-18,86,,51,75,26,overhand,56,83,Hispanic,51,clean_shaven,77,Jorge,47,brown,74,,44,58,0,0,True,0,Ramos,50,68,[],,balanced_starter,48,P7913,78,89,,77,30,84,56,74,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,58,0,68,,0,47,58,,,P,0,SP,0,42,light,54,,R,48,200
68,S,1997-01-03,41,,49,78,71,overhand,62,82,Hispanic,49,beard,94,Rafael,50,brown,71,,55,76,0,0,True,0,Perez,51,85,[],,finesse_starter,54,P8722,71,44,,80,76,80,45,98,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,75,0,83,,0,0,76,,,P,0,SP,0,0,medium,81,,L,55,179
86,L,1992-07-11,0,50,47,66,59,overhand,46,72,African,58,clean_shaven,68,Xavier,14,brown,70,,49,62,0,0,True,0,Gaines,50,81,[],34,power_starter,44,P1536,78,0,42,61,54,62,49,62,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",10,55,0,71,25,64,0,0,60,,P,0,SP,69,0,dark,0,66,L,72,236
54,S,2001-02-20,23,,51,65,48,overhand,62,79,Hispanic,56,clean_shaven,61,Luis,52,brown,74,,52,62,0,0,True,0,Rodriguez,49,84,[],,specialist_starter,40,P2779,61,33,,70,53,89,63,74,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,72,0,91,,0,42,48,,,P,0,SP,0,35,light,42,,R,48,182
65,L,1992-05-05,58,,49,55,0,overhand,57,58,Hispanic,58,clean_shaven,94,Manuel,47,red,73,,47,60,0,0,True,0,Martinez,51,71,[],,long_relief,61,P5726,57,48,,53,0,57,49,92,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,55,0,64,,0,0,0,,LR,P,0,RP,0,0,medium,0,,L,42,217
64,R,1996-04-29,44,,54,77,66,overhand,52,85,African,43,clean_shaven,97,Deshawn,43,brown,75,,50,76,0,0,True,0,Washington,51,73,[],,finesse_starter,40,P2074,66,45,,72,62,82,39,98,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,81,0,75,,0,50,85,,,P,0,SP,0,55,dark,90,,R,40,250
79,S,2000-11-14,0,,51,77,25,overhand,61,64,Hispanic,57,clean_shaven,43,Rafael,53,black,69,,56,59,0,0,True,0,Ortiz,47,76,[],,balanced_starter,48,P5300,89,0,,83,39,79,71,53,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,73,0,88,,0,0,89,,,P,0,SP,0,0,light,82,,R,41,187
67,R,1994-11-06,55,,50,89,0,overhand,54,78,Anglo,82,clean_shaven,84,Jody,53,brown,69,,47,68,0,0,True,0,Ikeda,50,70,[],,finesse_starter,56,P6280,68,57,,88,0,80,84,84,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,65,0,68,,0,0,0,,,P,0,SP,0,0,dark,0,,R,35,225
97,R,1998-06-20,43,,65,72,67,overhand,57,44,Hispanic,59,beard,85,Rafael,55,black,75,,47,67,0,0,True,0,Hernandez,42,79,[],,closer,54,P6050,99,57,,79,77,53,67,88,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,81,0,93,,0,0,88,,CL,P,0,RP,0,60,light,75,,R,45,216
65,R,1994-06-04,0,,50,67,59,overhand,54,78,Hispanic,54,clean_shaven,41,Roberto,45,brown,74,,45,56,0,0,True,0,Delgado,54,77,[],,specialist_starter,44,P1733,66,0,,68,57,81,59,38,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,57,0,77,,0,52,56,,,P,0,SP,0,52,medium,55,,R,44,193
88,R,1997-07-20,33,,53,62,42,overhand,54,32,Hispanic,52,clean_shaven,79,Juan,46,brown,70,,53,66,0,0,True,0,Ortiz,58,76,[],,setup,63,P4644,88,32,,59,46,28,49,83,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,69,0,80,,0,51,0,,SU,P,0,RP,0,54,light,0,,R,42,160
64,R,1994-02-24,0,,51,78,0,sidearm,54,74,Anglo,50,clean_shaven,90,Shad,55,blonde,70,,53,63,0,0,True,0,Wheadon,48,64,[],,balanced_starter,56,P5220,64,0,,82,0,73,52,85,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,64,0,66,,0,63,0,,,P,0,SP,0,63,light,0,,R,38,183
63,R,1992-08-03,0,,48,76,38,sidearm,51,82,Anglo,47,mustache,96,Dee,48,brown,71,,53,67,0,0,True,0,Mckain,48,83,[],,finesse_starter,54,P5265,63,0,,74,31,80,43,94,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,67,0,81,,0,51,0,,,P,0,SP,0,59,light,0,,R,45,186
76,L,2000-04-29,0,,48,64,69,overhand,60,52,Hispanic,54,goatee,99,Raul,52,brown,75,,55,64,0,0,True,0,Rivera,50,72,[],,middle_relief,40,P6075,86,0,,70,80,67,69,99,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,71,0,85,,0,73,0,,,P,0,RP,0,59,medium,0,,L,59,163
81,R,1992-12-10,0,,47,69,56,overhand,62,47,Hispanic,51,mustache,49,Raul,50,black,76,,54,71,0,0,True,0,Garcia,57,77,[],,setup,50,P1289,74,0,,64,50,37,48,45,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,71,0,69,,0,0,75,,SU,P,0,RP,0,0,medium,85,,R,38,185
75,R,1996-10-04,65,,53,63,73,overhand,61,47,Hispanic,52,clean_shaven,77,Hector,53,black,74,,44,74,0,0,True,0,Vasquez,52,69,[],,long_relief,63,P1655,79,67,,67,75,43,51,77,"{'C': 10, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",,70,0,74,,0,37,38,,LR,P,0,RP,0,40,light,41,,R,45,227
